	f1	f2	f3	f4	f5	f7	f8	f9	class	f6_f10
31	-0.215336	-0.142067	0.096927	-0.184417	0.261718	0.144676	-2.5797060000000003	-2.087438	E	-1.182362
32	-0.314087	0.164129	0.20006300000000002	0.132493	0.261718	0.144676	-0.8994780000000001	-0.746634	E	-0.8664354999999999
33	-0.128929	-0.134216	0.26407800000000003	0.430695	0.261718	0.182426	0.363824	-0.154186	F	-0.081897
34	0.24138600000000002	-0.157769	0.338762	-1.2039229999999999	0.261718	0.182426	1.066119	0.344717	A	-0.0471925
35	-0.030177999999999996	-0.220579	0.24273899999999998	1.988271	0.17234000000000002	0.182426	1.346147	-0.091823	A	-0.199414
36	0.24138600000000002	-0.126364	0.41700299999999996	0.096091	0.17234000000000002	-2.724356	1.342012	0.812439	A	-1.3019285
37	-0.252367	0.06991499999999999	0.24629600000000001	0.52355	0.261718	-0.044076	1.485336	1.093072	E	-0.6974545
38	0.327793	-2.426761	0.008017	-0.54498	-0.006417	0.484429	0.070477	0.18880999999999998	A	-0.4806355
39	0.15498	-0.330495	0.299642	-0.33363699999999996	0.08296100000000001	0.182426	0.536505	0.095265	F	-0.6761159999999999
40	-0.26471100000000003	-0.275537	0.384996	1.343918	0.261718	0.220177	-0.647699	-1.183175	A	0.3398185
41	0.809204	-0.29123899999999997	0.036468	-0.399281	0.976743	-1.32759	-0.172274	1.03071	I	-0.15265099999999995
42	0.031541	0.2976	-3.210528	-0.5835899999999999	-0.721442	0.069175	0.092921	0.095265	A	0.41789699999999996
43	-0.277055	0.030659	0.44189799999999996	0.131866	0.17234000000000002	0.069175	0.032986	-0.5283640000000001	D	0.22308050000000001
44	-0.215336	0.776522	0.5023569999999999	-1.289141	-0.721442	0.24534299999999998	-0.5261779999999999	0.168022	A	2.176508
45	0.13029200000000002	-0.024299	0.24629600000000001	0.12100599999999999	0.08296100000000001	0.408929	0.219723	-0.37245700000000004	A	0.08763800000000001
46	0.056228999999999994	0.533135	0.185837	0.8828010000000001	0.261718	0.597681	0.792167	0.126447	A	-0.009324999999999993
47	-0.240024	-0.424709	0.089814	1.094532	0.261718	0.144676	0.39355	0.344717	A	1.5111535
48	-0.06721	-0.275537	0.253409	0.371526	-1.0789549999999999	0.106925	-0.523926	0.001721	A	1.277209
49	0.15498	-0.38545300000000005	0.381439	0.314237	0.261718	-0.044076	0.231431	-0.341275	F	0.2165975
50	0.019197	0.038511000000000004	0.19295	0.323367	0.261718	0.031425	0.313558	0.251173	F	0.275566
51	0.204355	-0.275537	0.360101	-0.278884	0.261718	0.182426	-0.656668	-0.590727	A	0.0328185
52	-0.00549	0.054213	0.32098000000000004	0.804804	0.17234000000000002	-0.42158	0.341225	1.498432	X	0.1030955
53	-0.054866	0.179832	0.23918299999999998	-1.170087	0.261718	0.446679	1.20787	0.687713	E	0.08147750000000001
54	-0.277055	0.038511000000000004	0.42056000000000004	3.9871519999999996	0.17234000000000002	-3.177361	1.8696840000000001	0.905984	X	0.03993550000000001
55	0.500607	0.140576	0.388552	-0.637358	0.261718	-1.063338	-0.899594	-3.4906040000000003	H	-2.3319655
56	0.25373	-2.426761	0.352988	-0.05119	-0.095795	-0.232828	0.920134	-0.029461	A	-0.406194
57	-0.277055	-0.251983	-3.203415	1.9579259999999998	0.261718	0.446679	1.9328419999999997	1.6855200000000001	X	2.1604210000000004
58	-3.4123919999999996	0.148427	0.438342	-1.0477809999999999	-3.22403	-0.38383	1.7177	-0.684271	E	-0.006250999999999993
59	0.809204	-0.16562000000000002	0.025799000000000002	0.7121270000000001	0.887365	-1.554093	0.54299	1.623157	I	-0.5089455
60	0.364825	-0.149918	0.17161099999999999	0.042769999999999996	0.261718	0.106925	0.456805	-0.310094	F	-0.25797950000000003
61	0.09326	0.148427	0.17161099999999999	0.9707040000000001	0.17234000000000002	-2.799857	-1.5150430000000001	-1.058449	A	1.384118
62	-0.770809	-0.11066199999999998	0.32809299999999997	0.26205	0.17234000000000002	0.069175	-0.358759	0.46944300000000005	D	0.34240099999999996
63	0.006853	0.077766	0.342319	-0.12859	0.261718	-0.081827	0.319732	0.032902	F	-0.2448545
64	-0.28939899999999996	0.09346900000000001	0.402778	-0.087353	-1.436467	0.257927	0.522623	0.095265	E	0.22529
65	-2.215039	-0.29909	0.352988	0.05485399999999999	-1.704602	0.55993	-0.744892	0.001721	A	1.2571115000000002
66	-0.00549	0.48602799999999996	0.11826500000000001	0.44656899999999994	0.261718	0.55993	0.293774	0.282354	G	-0.2070925
67	0.031541	0.140576	0.399221	-0.817372	0.261718	0.446679	0.8023600000000001	0.7500760000000001	H	-0.659967
68	0.47591999999999995	-0.28338800000000003	0.107596	0.080127	0.976743	-1.25209	-0.5196350000000001	1.46725	I	-0.7727375
69	0.14263599999999999	-1.916434	-0.023991	-0.504341	0.261718	0.333428	0.8937879999999999	0.531806	A	0.427222
70	0.13029200000000002	-0.212727	0.32453699999999996	0.386474	0.261718	0.144676	-0.650786	-0.154186	F	0.44236
71	-3.498799	0.48602799999999996	0.139604	-5.440122	-0.006417	0.6354310000000001	0.038073	-2.430434	A	0.0291765
72	0.31545	0.517433	-0.002652	-2.543473	0.261718	0.031425	0.197415	-0.278912	F	-0.9589695
73	0.056228999999999994	-0.087108	0.089814	1.312409	0.08296100000000001	0.220177	-1.8573169999999999	-1.8691669999999998	A	-0.8778155
74	-2.215039	-0.17347100000000001	3.9413989999999997	-1.56941	-2.5090049999999997	-5.706639	2.59782	-3.303515	A	-3.978053
75	0.15498	0.140576	0.228514	0.766134	-1.257711	0.52218	0.069293	-0.247731	A	0.683506
76	0.229043	-0.016447999999999997	0.317424	-0.526838	0.261718	0.333428	-0.716527	0.001721	F	-0.4763895
77	-3.498799	0.20338499999999998	0.9540200000000001	-2.2225650000000003	-4.9222150000000005	-3.2906120000000003	-1.65231	-2.492797	A	-2.312389
78	-3.498799	0.745117	0.150273	0.685183	-4.9222150000000005	0.52218	1.299725	-2.305708	A	-0.4065985
79	-0.017834	0.336855	0.235627	-0.5111439999999999	-0.81082	0.673182	-1.170167	-0.43482	G	0.5219395
80	-0.16596	-0.26768600000000004	0.256965	0.051662	0.261718	-1.2143389999999998	-1.151082	-0.933723	A	0.9765665
81	0.562327	-0.000745	-3.210528	-2.832246	0.261718	0.371178	-0.288941	-0.154186	A	-0.4872995
82	0.043885	0.274046	0.182281	0.095763	0.261718	0.295677	-2.03524	-1.557353	F	2.2843225
83	0.13029200000000002	-1.6494939999999998	-3.210528	-2.636061	-2.419627	0.673182	-1.340324	-2.3368900000000004	A	0.0977585
84	-0.8819040000000001	-1.9478389999999999	0.21784499999999998	2.046336	0.17234000000000002	1.352689	-0.082419	1.872609	X	1.0986235
85	0.15498	-0.236281	0.015130000000000001	0.558909	0.17234000000000002	-0.006326	0.33079899999999995	0.219991	A	0.5283285
86	0.512951	-0.306942	0.061363	1.371548	0.976743	-1.25209	0.8703719999999999	1.093072	I	-0.256519
87	-0.00549	-0.259834	0.367214	-0.156667	0.261718	-0.34608	0.103755	0.064084	F	-0.2483455
88	0.019197	0.038511000000000004	0.19295	0.323367	0.261718	0.106925	-0.21673499999999998	-0.091823	F	0.2950565
89	-2.4495720000000003	4.835583	0.352988	0.048976	-2.419627	0.295677	2.7333	-2.8669740000000004	A	-0.9037639999999999
90	-0.141273	0.7294149999999999	0.07914500000000001	0.15170899999999998	0.261718	0.295677	0.269757	0.032902	F	-0.3519825
91	-0.696746	-0.055704	-3.210528	0.628849	0.261718	-0.157328	1.0367629999999999	0.064084	W	0.4480435
92	-0.06721	-0.43256000000000006	-3.210528	-0.875108	0.17234000000000002	-0.157328	-1.053461	-0.091823	A	0.0895885
93	0.09326	0.42321800000000004	0.022241999999999998	-0.203782	0.08296100000000001	-0.157328	-0.7246229999999999	-1.2455379999999998	A	0.8672325000000001
94	0.24138600000000002	-0.126364	0.41700299999999996	0.096091	0.17234000000000002	0.597681	0.377648	0.594169	A	0.46634
95	-0.128929	-0.409007	0.17516800000000002	-0.256565	0.08296100000000001	0.899684	1.3122479999999999	0.7500760000000001	E	0.35782200000000003
96	-0.301743	-0.055704	0.210732	-0.147477	0.261718	0.182426	-1.842756	-0.9649049999999999	E	1.5352615
97	-0.10424100000000001	-0.07925700000000001	0.011573	0.22090300000000002	0.261718	1.0129350000000001	0.165186	0.282354	A	0.35219599999999995
98	-0.215336	0.28189699999999995	0.107596	0.73922	0.08296100000000001	-0.006326	0.359747	0.687713	E	0.24323050000000002
99	0.10560399999999999	0.556689	-0.031104000000000003	0.619301	0.17234000000000002	0.144676	0.9203479999999999	0.282354	A	-0.19486350000000002
100	0.401857	-0.29909	0.32809299999999997	0.432395	-1.257711	0.333428	0.6921390000000001	-0.185368	A	0.2320385
101	-0.314087	0.540986	-0.041773000000000005	0.8825620000000001	0.261718	0.069175	0.191299	0.001721	F	0.945656
102	-0.16596	0.007106	-2.1720580000000003	-0.165858	0.261718	-0.006326	1.6980509999999998	0.8748020000000001	E	0.173346
103	-0.202992	-0.377602	0.43478500000000003	0.24480300000000002	-0.721442	0.031425	2.137228	1.061891	E	-0.991823
104	0.47591999999999995	-0.28338800000000003	0.107596	0.080127	0.976743	-1.063338	-0.712954	0.62535	I	-1.236461
105	0.031541	-0.11851300000000001	0.37432600000000005	-0.066706	0.261718	0.220177	0.681674	0.500624	A	0.138179
106	0.167323	0.148427	0.278304	-0.289596	0.261718	0.6354310000000001	0.265815	0.594169	H	-0.871386
107	0.019197	-0.338346	-0.358293	-0.113223	0.17234000000000002	0.295677	-1.7524549999999999	-1.775623	A	3.1665520000000003
108	0.229043	-0.22843000000000002	0.32453699999999996	-0.8691409999999999	0.261718	0.257927	-0.259993	0.001721	F	-1.013585
109	0.031541	0.140576	0.399221	-0.817372	0.261718	0.371178	0.477948	0.40708	H	-0.21155600000000002
110	0.043885	0.007106	1.348781	-1.2493969999999999	-0.185173	-0.044076	2.353166	0.438262	E	-0.461816
111	-0.252367	-0.11066199999999998	0.452567	0.8883209999999999	0.17234000000000002	0.257927	-0.6356609999999999	-0.278912	D	1.1883949999999999
112	-0.178304	-0.189174	0.26407800000000003	-0.6404920000000001	0.17234000000000002	0.106925	-1.203678	-1.2767190000000002	A	1.114017
113	-0.363462	-0.189174	0.641057	0.681245	0.17234000000000002	-0.006326	0.672646	0.594169	C	0.16577550000000002
114	0.080916	0.313302	0.07914500000000001	0.5889850000000001	0.261718	0.144676	-0.31808400000000003	-0.341275	F	0.5224615
115	-0.363462	0.23479	0.000904	0.759778	0.261718	0.55993	0.46311499999999994	0.531806	G	-0.06804650000000001
116	1.130144	-0.087108	-0.002652	-0.47963500000000003	0.08296100000000001	0.371178	0.43191499999999994	-0.715453	A	-0.4917
117	0.14263599999999999	-0.377602	0.32809299999999997	-0.039583	0.261718	0.597681	-0.823408	-0.746634	F	0.0648205
118	-0.26471100000000003	-0.09496	0.015130000000000001	-0.597346	0.261718	0.710932	-1.110465	-0.43482	E	0.1184065
119	-0.054866	0.580242	0.032912000000000004	-0.016668000000000002	0.261718	0.031425	0.445486	0.219991	A	0.8841615
120	-0.017834	-0.22843000000000002	0.37077	1.293671	0.17234000000000002	0.106925	0.8700620000000001	2.028517	X	0.542473
121	0.759828	-1.304042	-0.023991	-0.973663	-0.006417	-2.2336	1.136616	1.903791	I	1.711182
122	0.15498	-0.189174	0.24629600000000001	-1.223587	0.08296100000000001	0.106925	1.306287	0.126447	A	0.8930015
123	0.117948	-0.29123899999999997	0.306755	0.25599299999999997	0.17234000000000002	0.371178	-0.5261779999999999	0.219991	A	0.7257475
124	-0.00549	-0.660245	0.345875	-0.27058899999999997	0.261718	0.144676	-1.140287	-0.278912	A	1.1138965
125	0.303106	0.352558	0.082701	0.7039810000000001	0.261718	0.220177	0.597314	-0.185368	F	-0.333267
126	0.229043	-0.008597	0.17516800000000002	0.087408	0.17234000000000002	0.106925	0.031724	-0.310094	A	-0.658606
127	-0.240024	-0.534626	0.075589	-0.617039	0.17234000000000002	0.295677	-1.552573	-1.744441	E	2.9129815
128	-0.091897	0.34470700000000004	0.182281	0.722749	0.261718	-0.006326	-0.943163	0.31353600000000004	H	1.360652
129	-0.22768000000000002	-0.9978459999999999	0.356544	-0.026931999999999998	0.261718	0.446679	-1.220764	-0.715453	D	1.1868855
130	0.352481	-0.448263	0.196506	-0.5280020000000001	0.976743	-1.893847	-0.547574	0.687713	I	0.004388000000000003
131	0.080916	-0.24413200000000002	0.214288	-0.37914000000000003	0.261718	1.805694	0.507013	0.31353600000000004	F	0.006326000000000026
132	-0.202992	-0.000745	-3.210528	-0.5272560000000001	0.08296100000000001	0.408929	0.197571	0.126447	D	0.679862
133	0.15498	-0.16562000000000002	-3.210528	-1.3206799999999999	-0.185173	0.484429	0.340506	0.157628	A	-0.36165900000000006
134	0.13029200000000002	-0.157769	0.577041	-0.670986	0.17234000000000002	0.55993	0.543903	0.594169	C	-0.884801
135	0.229043	-0.354049	0.182281	0.210878	0.261718	0.484429	-0.019785	-0.091823	A	0.458036
136	-0.00549	-0.28338800000000003	0.214288	-2.421913	0.17234000000000002	-2.799857	-2.6133919999999997	-1.5885340000000001	A	-2.1367675000000004
137	0.364825	-0.047852	-0.038216	0.327813	0.261718	0.182426	0.860742	0.095265	A	-0.27872
138	0.37716900000000003	0.014957	0.381439	0.29275300000000004	0.261718	0.220177	1.368572	1.217798	H	-0.8867304999999999
139	-0.030177999999999996	0.572391	5.083004	-0.109553	-1.257711	0.333428	0.8928940000000001	0.344717	G	0.26524749999999997
140	0.031541	0.2976	-3.210528	-0.5835899999999999	-0.721442	1.302355	-0.20733800000000002	0.334323	A	0.451601
141	0.117948	-0.29909	0.47390600000000005	-0.204438	0.08296100000000001	0.6354310000000001	-0.302124	0.126447	A	0.10196
142	0.14263599999999999	-0.369751	0.413447	0.301347	0.17234000000000002	0.333428	0.558192	-0.247731	F	-0.246616
143	-0.252367	0.06991499999999999	0.24629600000000001	0.52355	0.261718	1.6546919999999998	0.47371599999999997	1.061891	E	0.641374
144	-0.00549	0.054213	0.32098000000000004	0.804804	0.17234000000000002	0.7864329999999999	0.732232	1.747883	X	-0.1647565
145	0.117948	0.289748	0.392108	-1.747095	0.261718	0.144676	0.573996	-0.590727	A	1.15977
146	-0.22768000000000002	-0.503221	0.40633400000000003	-0.671732	0.261718	0.484429	0.596634	0.251173	E	-0.2842825
147	-0.202992	-0.47966800000000004	-3.210528	-0.88764	0.261718	-0.534832	-1.009097	0.46944300000000005	D	-0.4828
148	0.47591999999999995	-0.338346	0.047137	-0.0009720000000000001	0.976743	-0.8745850000000001	-0.817389	0.812439	I	0.31970299999999996
149	0.10560399999999999	-0.149918	0.438342	0.934659	0.261718	0.371178	-1.324733	-1.93153	A	0.027336999999999997
150	0.080916	0.014957	0.064919	0.346104	0.17234000000000002	0.408929	0.030715	0.064084	A	0.4434095
151	-0.363462	-0.008597	0.256965	-0.22634	0.261718	-0.270579	1.495568	1.280161	E	1.0481845
152	-0.128929	0.705861	0.413447	2.004055	0.6192300000000001	-1.629594	0.23574099999999998	0.344717	Y	2.9160665000000003
153	0.24138600000000002	-0.322644	0.28186	0.27461199999999997	0.261718	0.597681	1.0279479999999999	0.375899	F	-0.8583965
154	-0.128929	0.383963	0.23206999999999997	1.248675	0.261718	0.371178	0.037179000000000004	-0.559546	A	1.2060055
155	-0.00549	-0.220579	-3.210528	1.071885	0.261718	0.408929	0.032074	-0.466001	A	0.6053065
156	0.031541	0.140576	0.399221	-0.817372	0.261718	1.5036909999999999	0.240052	1.24898	H	-1.5061125
157	-0.030177999999999996	-0.189174	0.24273899999999998	-0.40879899999999997	0.261718	-0.044076	-0.831252	-0.154186	F	-1.0990335
158	0.266074	0.556689	-0.020434	0.176624	0.261718	0.408929	0.467308	0.562987	G	-0.578317
159	-0.215336	-1.296191	0.491688	1.050073	0.6192300000000001	-1.516343	-0.22013200000000002	0.219991	X	-0.9472625
160	0.13029200000000002	0.077766	-0.045329	0.285383	-0.095795	0.6354310000000001	0.256244	0.095265	A	1.121505
161	-0.10424100000000001	-0.07925700000000001	0.011573	0.22090300000000002	0.261718	1.050686	0.154565	-0.37245700000000004	A	-0.8827164999999999
162	-2.573011	0.06991499999999999	0.24629600000000001	-3.018853	0.08296100000000001	0.371178	0.529147	-3.241152	H	-1.980454
163	-0.10424100000000001	-0.197025	0.22140100000000001	0.17367	0.261718	-0.119577	-0.536352	-0.247731	F	0.920556
164	0.080916	-0.24413200000000002	0.45968000000000003	0.426726	0.261718	0.748682	0.14177	0.251173	A	0.19111250000000002
165	-2.523635	-0.346197	-2.349878	-0.775688	0.17234000000000002	0.182426	0.617506	-0.091823	F	-0.087418
166	0.401857	-0.220579	-3.210528	-1.1855129999999998	-1.168333	0.55993	-0.137753	0.282354	A	-0.29377600000000004
167	0.809204	-0.09496	0.11826500000000001	0.987502	0.976743	-1.2143389999999998	-2.237044	-1.027268	I	-0.564317
168	-0.042522000000000004	-0.416858	0.569929	-2.224653	0.08296100000000001	0.408929	-0.7079449999999999	-0.621908	D	2.775566
169	0.37716900000000003	-0.07925700000000001	0.153829	-1.1029520000000002	0.261718	0.106925	0.8864479999999999	-0.715453	A	-0.223106
170	0.043885	0.19553399999999999	0.260522	-0.393821	0.261718	0.220177	-0.08141	0.344717	G	0.506856
171	-0.33877399999999996	-0.26768600000000004	0.44189799999999996	0.616019	0.440474	-1.2143389999999998	0.9493739999999999	2.8080529999999997	X	-0.5323915
172	0.809204	-0.09496	0.11826500000000001	0.987502	0.976743	-1.32759	1.0812629999999999	1.436069	I	-0.323812
173	0.006853	-0.668096	0.477462	1.62168	0.17234000000000002	0.446679	-0.058655	-0.278912	A	2.118632
174	-0.042522000000000004	-0.3619	0.47034899999999996	-0.310721	0.261718	0.106925	-0.386368	-0.715453	F	-0.6151314999999999
175	-0.22768000000000002	-0.9978459999999999	0.356544	-0.026931999999999998	0.261718	0.748682	-1.6801709999999999	-0.621908	D	1.5069635000000001
176	-0.240024	0.117022	0.235627	0.902912	0.17234000000000002	0.257927	1.136519	1.124254	E	-0.008118
177	0.266074	0.580242	0.11470899999999999	-0.165469	0.261718	0.446679	-0.5457489999999999	-0.278912	A	-0.120162
178	0.562327	-0.000745	-3.210528	-2.832246	0.261718	0.220177	1.004941	0.282354	A	-0.3340325
179	-0.28939899999999996	0.09346900000000001	0.402778	-0.087353	-1.436467	0.484429	0.5791029999999999	0.31353600000000004	E	-0.0036025000000000085
180	0.15498	-0.471816	0.50947	1.205082	0.261718	0.55993	0.618166	-0.37245700000000004	A	0.12528699999999998
181	0.080916	-0.071406	0.160942	1.2255209999999999	0.17234000000000002	0.144676	0.713341	0.064084	A	-0.4715775
182	-0.202992	-0.016447999999999997	0.594823	-1.5818219999999998	-0.363929	0.484429	0.915358	0.843621	E	-1.2608229999999998
183	0.192011	-0.03215	0.452567	-0.877078	0.261718	0.408929	-1.567834	-0.559546	A	-0.654669
184	0.661077	-0.20487600000000003	-3.075385	0.47103599999999995	1.0661209999999999	-1.25209	0.689285	2.059698	I	0.4917635
185	-0.38815	0.321153	0.107596	0.886232	0.351096	0.408929	0.503946	-0.060641999999999995	F	0.683786
186	0.438888	0.289748	0.14315999999999998	-0.282494	0.261718	0.371178	-0.349206	0.18880999999999998	A	-0.3317685
187	0.14263599999999999	-0.448263	0.438342	0.978909	0.261718	-0.044076	-0.621721	-0.43482	F	1.655919
188	-0.26471100000000003	-0.275537	0.384996	1.343918	0.261718	0.144676	-0.144762	-1.463808	A	0.677173
189	0.278418	-0.197025	0.23918299999999998	-0.73839	0.261718	0.6354310000000001	-1.484037	-0.216549	F	0.691617
190	0.266074	0.556689	-0.020434	0.176624	0.261718	0.446679	1.085185	0.594169	G	-0.860582
191	3.265629	-0.251983	0.125378	-2.1238599999999996	0.976743	-1.25209	1.397909	0.812439	I	-1.1505165000000002
192	-0.054866	0.20338499999999998	0.05425	-0.028782	0.261718	0.144676	-0.8478709999999999	-0.091823	G	1.3602095
193	0.327793	-2.426761	0.008017	-0.54498	-0.006417	0.182426	-0.19992100000000002	0.282354	A	0.1093095
194	-0.054866	0.22693899999999997	0.32098000000000004	-0.905841	0.261718	0.861934	-1.990682	-0.715453	H	0.407089
195	0.229043	0.807926	-0.052441999999999996	0.082634	0.261718	0.371178	0.49728599999999995	-0.091823	F	-0.7666835000000001
196	0.043885	0.007106	1.348781	-1.2493969999999999	-0.185173	0.220177	1.693236	-0.185368	E	-1.162739
197	4.524702	-0.134216	0.23206999999999997	-2.514351	-0.9001979999999999	0.220177	-0.649893	-0.8401790000000001	F	-0.6029585
198	-0.511588	-0.620989	0.491688	-2.053711	-0.006417	-0.308329	-1.1876799999999998	-1.93153	D	3.4752
199	-0.215336	0.250492	0.47390600000000005	1.1870889999999998	0.17234000000000002	2.4097009999999996	-0.555651	1.124254	X	0.5330895
200	0.364825	-0.000745	-0.052441999999999996	1.293223	0.976743	-0.9500860000000001	0.6146520000000001	2.1532419999999997	I	0.145489
201	-0.33877399999999996	-0.29123899999999997	0.520139	1.054429	0.261718	-0.270579	1.123219	0.219991	E	0.032548499999999994
202	-0.153617	-0.22843000000000002	0.48813100000000004	0.580183	0.261718	0.333428	1.0220850000000001	0.032902	A	0.4235815
203	-0.301743	-0.314793	0.399221	0.77052	0.708609	-1.32759	-0.14382999999999999	0.8748020000000001	Y	1.0596235
204	-0.33877399999999996	-0.29123899999999997	0.520139	1.054429	0.261718	0.257927	0.264981	0.438262	E	1.2032954999999999
205	0.14263599999999999	0.48602799999999996	0.100483	-0.448543	0.17234000000000002	0.220177	0.028908999999999997	0.46944300000000005	A	0.231836
206	0.056228999999999994	-0.29123899999999997	0.23918299999999998	0.767954	0.17234000000000002	0.069175	0.172253	-0.029461	A	0.7041405000000001
207	-3.498799	10.653310000000001	-3.210528	0.06482	-4.9222150000000005	0.144676	1.341934	-1.027268	A	-0.3498035
208	0.29076199999999996	-0.181323	0.44189799999999996	-1.339925	0.261718	0.182426	-0.677133	0.064084	F	-0.48131799999999997
209	-0.042522000000000004	0.140576	0.089814	0.07231	0.261718	0.257927	-2.150743	-1.49499	A	1.3207110000000002
210	0.080916	-0.071406	0.160942	1.2255209999999999	0.17234000000000002	-3.13961	0.619525	0.500624	A	-1.029281
211	0.352481	-0.448263	0.196506	-0.5280020000000001	0.976743	-0.9500860000000001	-0.820535	0.843621	I	0.012485999999999997
212	0.167323	-0.322644	0.306755	-0.5435479999999999	0.261718	0.106925	-0.03922	-0.247731	F	-0.702008
213	-3.498799	0.674456	0.210732	-1.548822	-4.9222150000000005	0.52218	0.41199399999999997	-0.029461	A	-0.4897855
214	0.21669899999999997	0.124874	-3.210528	-0.8869239999999999	0.261718	0.408929	0.375318	0.157628	A	-0.1835365
215	0.043885	0.030659	0.537921	-2.244735	0.261718	0.257927	-2.0314740000000002	-0.933723	E	-1.521959
216	-0.054866	0.22693899999999997	0.32098000000000004	-0.905841	0.261718	0.7864329999999999	-2.238791	-1.8379860000000001	H	0.673299
217	-3.498799	-0.754459	0.477462	1.600496	-4.9222150000000005	0.710932	0.49973199999999995	-0.87136	X	0.555058
218	0.068573	-0.016447999999999997	0.27474699999999996	-0.03633	0.261718	0.182426	-0.128298	0.687713	H	-0.56374
219	0.29076199999999996	0.156278	0.136047	1.401386	0.08296100000000001	-0.044076	0.668239	0.001721	A	-0.14333400000000002
220	0.068573	0.22693899999999997	0.015130000000000001	-0.6098180000000001	-1.0789549999999999	0.333428	-0.809875	-0.216549	A	0.9336855000000002
221	0.080916	-0.29123899999999997	0.356544	0.226662	0.261718	0.333428	-0.245878	-0.8089970000000001	F	-0.71635
222	0.17966700000000002	-0.212727	0.132491	-1.3065069999999999	0.261718	0.673182	0.8524129999999999	0.375899	A	0.2543875
223	0.080916	0.20338499999999998	0.310311	0.26950999999999997	0.261718	0.257927	0.590208	0.126447	H	-0.18106899999999998
